matricula;curso;modalidade_entrada;ano_ingresso;data_colacao_grau;situacao_matricula;sexo;prazo_conclusao;id_curso;data_registro_diploma
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2015;;CANCELADO;M;20202;527781;
202*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2021;;ATIVO;M;20282;528322;
126*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2013;;CANCELADO;M;20202;528391;
201*****;QUÍMICA;AMPLA CONCORRENCIA;2014;;CANCELADO;M;20222;527785;
202*****;FÍSICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2022;;ATIVO;F;20302;518227;
202*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2020;;ATIVO;F;20272;548195;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2013;;CANCELADO;M;20182;527783;
306*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2009;;CONCLUÍDO;M;20182;528371;
202*****;SISTEMAS DE INFORMAÇÃO;AMPLA CONCORRENCIA;2022;;ATIVO;M;20292;10306851;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2019;;CANCELADO;M;20282;527777;
204*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2010;;CANCELADO;M;;528391;
101*****;DESIGN DE MODA;AMPLA CONCORRENCIA;2010;;CONCLUÍDO;M;;553291;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2019;;CANCELADO;M;20282;527777;
202*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2021;;CANCELADO;M;20311;518226;
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2012;;CANCELADO;M;20172;527781;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2014;;CANCELADO;M;;527777;
328*****;MATEMÁTICA;AMPLA CONCORRENCIA;2015;;CANCELADO;M;20222;459794;
170*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2017;;ATIVO;M;20271;518226;
111*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2011;;CANCELADO;M;;518226;
202*****;GESTÃO DE TURISMO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2020;;ATIVO;M;20252;527780;
202*****;EDUCAÇÃO FÍSICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2022;;ATIVO;M;20292;528367;
201*****;GESTÃO AMBIENTAL;;2017;;CANCELADO;M;20211;527779;
122*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2012;16-11-2021;CONCLUÍDO;M;20221;518226;09-12-2021
130*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2013;;CANCELADO;M;;553290;
502*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2008;;CANCELADO;M;;528384;
603*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2007;;CANCELADO;M;;898738;
208*****;MATEMÁTICA;AMPLA CONCORRENCIA;2008;;CONCLUÍDO;M;20152;459794;
202*****;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;AMPLA CONCORRENCIA;2022;;ATIVO;M;20262;553057;
360*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2007;;CANCELADO;M;;528384;
310*****;LATICÍNIOS;AMPLA CONCORRENCIA;2005;13-02-2009;CONCLUÍDO;M;20102;898737;
201*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2018;;CANCELADO;M;20252;528378;
202*****;SISTEMAS DE INFORMAÇÃO;AMPLA CONCORRENCIA;2023;;CANCELADO;M;20302;10306851;
201*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2018;29-03-2022;CONCLUÍDO;M;20252;528384;26-05-2022
201*****;FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2018;;ATIVO;M;20272;518227;
201*****;FÍSICA;AMPLA CONCORRENCIA;2019;;CANCELADO;M;20261;518227;
102*****;FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2010;;CANCELADO;M;;518227;
201*****;SISTEMAS PARA INTERNET;;2017;;CANCELADO;M;20212;527820;
150*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2015;;CANCELADO;M;;518226;
170*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2017;;CANCELADO;M;20271;518226;
201*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;;2017;;FORMADO;M;20242;548195;
140*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2014;;CANCELADO;M;;518226;
329*****;ZOOTECNIA;AMPLA CONCORRENCIA;2014;01-08-2018;CONCLUÍDO;M;20232;528390;
309*****;ZOOTECNIA;AMPLA CONCORRENCIA;2009;;CANCELADO;M;;528390;
201*****;MATEMÁTICA;AMPLA CONCORRENCIA;2018;;CANCELADO;M;20191;459794;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2012;;CANCELADO;M;;527818;
201*****;QUÍMICA;AMPLA CONCORRENCIA;2014;;CANCELADO;M;20222;527785;
202*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2021;;CANCELADO;M;20311;518226;
202*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2023;;ATIVO;M;20262;2301791;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;M;20222;527777;
201*****;SISTEMAS PARA INTERNET;AMPLA CONCORRENCIA;2013;;CANCELADO;M;;527820;
170*****;ENGENHARIA METALÚRGICA;AMPLA CONCORRENCIA;2017;;CANCELADO;M;20272;518225;
201*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2019;;ATIVO;M;20262;518226;
120*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;M;;553290;
201*****;NUTRIÇÃO;;2015;02-08-2019;CONCLUÍDO;F;20211;527818;
202*****;ALIMENTOS;ACAO AFIRMATIVA - PRONAF;2021;;CANCELADO;F;20271;527823;
202*****;AGRONOMIA;AMPLA CONCORRENCIA;2023;;ATIVO;F;20322;527777;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2018;;TRANCADO;F;20242;527783;
201*****;QUÍMICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2015;02-08-2019;CONCLUÍDO;F;20232;527785;
111*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2011;;CANCELADO;F;;518226;
202*****;ZOOTECNIA;AMPLA CONCORRENCIA;2022;;ATIVO;F;20312;528390;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2011;;CONCLUÍDO;F;;527783;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2019;;CANCELADO;F;20271;528322;
314*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;F;20192;528378;
405*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2007;25-02-2011;CONCLUÍDO;F;20142;528378;
202*****;AGRONOMIA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2021;;ATIVO;F;20312;527777;
409*****;ZOOTECNIA;AMPLA CONCORRENCIA;2009;;CONCLUÍDO;F;20182;528390;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;F;20191;527818;
229*****;ZOOTECNIA;AMPLA CONCORRENCIA;2016;;FORMANDO;F;20261;528390;
202*****;ENGENHARIA FERROVIÁRIA E METROVIÁRIA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2022;;TRANCADO;F;20321;921263;
130*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;F;;553290;
170*****;ENGENHARIA METALÚRGICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2017;;ATIVO;F;20292;518225;
315*****;MATEMÁTICA;AMPLA CONCORRENCIA;2011;;CANCELADO;F;;459794;
202*****;DESIGN DE INTERIORES;AMPLA CONCORRENCIA;2021;;ATIVO;F;20271;2304089;
201*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2018;;ATIVO;F;20272;518226;
202*****;FÍSICA;AMPLA CONCORRENCIA;2022;;ATIVO;F;20311;518227;
490*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2008;;CONCLUÍDO;F;20152;528378;
134*****;LATICÍNIOS;AMPLA CONCORRENCIA;2004;07-08-2008;CONCLUÍDO;F;20112;898737;
201*****;SISTEMAS PARA INTERNET;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;M;;527820;
139*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2017;;CANCELADO;M;20262;528371;
249*****;LATICÍNIOS;AMPLA CONCORRENCIA;2003;14-07-2006;CONCLUÍDO;M;20102;898737;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2014;;CONCLUÍDO;F;20212;527776;
171*****;LATICÍNIOS;AMPLA CONCORRENCIA;2006;13-02-2009;CONCLUÍDO;F;20112;898737;
201*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2015;;CANCELADO;F;20191;527779;
201*****;GESTÃO DE TURISMO;AMPLA CONCORRENCIA;2016;;CONCLUÍDO;F;20201;527780;
527*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;F;20202;528322;
201*****;LOGÍSTICA;AMPLA CONCORRENCIA;2019;29-09-2023;CONCLUÍDO;F;20241;547949;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2014;;CONCLUÍDO;F;20201;527818;
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2018;22-02-2022;CONCLUÍDO;F;20232;527823;25-05-2022
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2014;;CANCELADO;F;;527818;
201*****;QUÍMICA;AMPLA CONCORRENCIA;2016;;CANCELADO;F;20242;527785;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2018;23-06-2022;CONCLUÍDO;F;20251;553290;19-07-2022
150*****;DESIGN DE MODA;AMPLA CONCORRENCIA;2015;;CANCELADO;F;;553291;
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2014;;CANCELADO;F;20192;527823;
202*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2020;;ATIVO;F;20272;527818;
201*****;QUÍMICA;AMPLA CONCORRENCIA;2010;;CANCELADO;F;20202;527785;
202*****;EDUCAÇÃO FÍSICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2023;;ATIVO;F;20302;527783;
202*****;DESIGN DE INTERIORES;AMPLA CONCORRENCIA;2023;;ATIVO;F;20282;2304089;
202*****;MATEMÁTICA;AMPLA CONCORRENCIA;2020;;CANCELADO;M;20272;459794;
201*****;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;AMPLA CONCORRENCIA;2019;;ATIVO;F;20251;553057;
105*****;FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2010;;CANCELADO;F;;518227;
228*****;MATEMÁTICA;AMPLA CONCORRENCIA;2016;03-03-2023;CONCLUÍDO;F;20232;459794;11-05-2023
202*****;MATEMÁTICA;AMPLA CONCORRENCIA;2020;;CANCELADO;F;20271;524921;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2014;;CONCLUÍDO;F;20212;527776;
202*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;AMPLA CONCORRENCIA;2022;;CANCELADO;F;20292;548195;
202*****;GESTÃO DE RECURSOS HUMANOS;AMPLA CONCORRENCIA;2023;;ATIVO;F;20262;551645;
235*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2003;;CANCELADO;F;;528384;
105*****;LATICÍNIOS;AMPLA CONCORRENCIA;2004;11-07-2007;CONCLUÍDO;F;20112;898737;
201*****;GESTÃO DE TURISMO;AMPLA CONCORRENCIA;2019;;CANCELADO;F;20232;527780;
201*****;SISTEMAS PARA INTERNET;AMPLA CONCORRENCIA;2017;;CANCELADO;F;;527820;
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2016;;CANCELADO;F;;527823;
202*****;DIREITO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2022;;ATIVO;F;20312;1820821;
201*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2018;;CANCELADO;F;20252;528322;
122*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2012;;ATIVO;F;20221;518226;
150*****;FÍSICA;AMPLA CONCORRENCIA;2015;;CANCELADO;F;;518227;
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2015;;CONCLUÍDO;F;20202;527781;
202*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2020;;TRANCADO;F;20281;527776;
202*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2021;;CANCELADO;F;20291;528322;
512*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2010;;CONCLUÍDO;F;20172;528322;
308*****;MATEMÁTICA;AMPLA CONCORRENCIA;2008;;CANCELADO;F;20152;459794;
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;F;;527781;
201*****;GESTÃO DE RECURSOS HUMANOS;AMPLA CONCORRENCIA;2017;;CONCLUÍDO;F;20202;551645;
511*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2009;;CANCELADO;F;;528384;
140*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2014;;CONCLUÍDO;F;;553290;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2012;;CANCELADO;F;;527818;
306*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2008;;CANCELADO;F;20152;528371;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2016;17-03-2023;CONCLUÍDO;F;20222;527783;18-05-2023
226*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;M;20192;528391;
130*****;SISTEMAS DE INFORMAÇÃO;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;M;;518224;
509*****;ZOOTECNIA;AMPLA CONCORRENCIA;2009;;CONCLUÍDO;M;20182;528390;
202*****;AGROECOLOGIA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2023;;CANCELADO;M;20322;528371;
328*****;MATEMÁTICA;AMPLA CONCORRENCIA;2014;;CONCLUÍDO;M;20212;459794;
120*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2012;;CANCELADO;M;;553290;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2014;;CANCELADO;M;20201;527818;
202*****;LOGÍSTICA;AMPLA CONCORRENCIA;2022;;ATIVO;M;20262;547949;
414*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2015;;CANCELADO;M;;528378;
526*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2011;01-02-2019;CONCLUÍDO;M;20182;528391;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2011;;CANCELADO;M;20172;527783;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;F;20182;527783;
202*****;EDUCAÇÃO FÍSICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2023;;ATIVO;F;20302;527783;
201*****;MATEMÁTICA;AMPLA CONCORRENCIA;2019;;CANCELADO;F;20261;524921;
202*****;QUÍMICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2023;;ATIVO;M;20322;527785;
201*****;MATEMÁTICA;AMPLA CONCORRENCIA;2019;;CANCELADO;F;20261;524921;
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2018;22-02-2022;CONCLUÍDO;F;20232;527823;25-05-2022
202*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2021;;ATIVO;F;20311;518226;
202*****;MATEMÁTICA;AMPLA CONCORRENCIA;2023;;ATIVO;F;20292;524921;
202*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2021;;ATIVO;F;20282;527818;
202*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2020;;NÃO CADASTRADO;F;20272;548195;
406*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2010;;CANCELADO;F;20172;528371;
506*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2010;;CONCLUÍDO;F;20172;528371;
202*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;AMPLA CONCORRENCIA;2023;;ATIVO;F;20302;548195;
202*****;LOGÍSTICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2022;;ATIVO;F;20262;547949;
101*****;DESIGN DE MODA;AMPLA CONCORRENCIA;2010;;CONCLUÍDO;F;;553291;
201*****;SISTEMAS DE INFORMAÇÃO;AMPLA CONCORRENCIA;2019;;CANCELADO;F;20232;518224;
201*****;FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2019;;CANCELADO;F;20282;518227;
202*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2021;;ATIVO;F;20311;518226;
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2016;;CONCLUÍDO;F;20212;527823;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2018;;CANCELADO;F;20212;527783;
202*****;DIREITO;AMPLA CONCORRENCIA;2021;;ATIVO;F;20302;1820821;
202*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2023;;ATIVO;F;20302;527818;
201*****;ZOOTECNIA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2018;;CANCELADO;F;20272;528390;
202*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2023;;ATIVO;F;20302;553290;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2018;;ATIVO;F;20252;528322;
606*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2010;;CANCELADO;F;20172;528371;
202*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2022;;ATIVO;F;20292;527783;
233*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2018;;CANCELADO;F;20252;528378;
239*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2017;;CANCELADO;F;20262;528371;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;F;;527818;
202*****;LOGÍSTICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2022;;CANCELADO;F;20262;547949;
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2013;;CANCELADO;F;20182;527823;
433*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2017;;CANCELADO;F;20242;528378;
201*****;SISTEMAS PARA INTERNET;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;F;20172;527820;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;F;;527818;
201*****;SISTEMAS DE INFORMAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2019;;ATIVO;F;20232;518224;
201*****;SISTEMAS DE INFORMAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2018;;CANCELADO;F;20222;518224;
120*****;DESIGN DE MODA;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;F;;553291;
201*****;QUÍMICA;AMPLA CONCORRENCIA;2014;;CONCLUÍDO;F;20222;527785;
201*****;EDUCAÇÃO FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2019;;CANCELADO;F;20271;528367;
201*****;ENGENHARIA FERROVIÁRIA E METROVIÁRIA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2018;;CANCELADO;F;20281;921263;
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2011;;CONCLUÍDO;F;;527781;
102*****;FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2010;;CANCELADO;M;;518227;
201*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;AMPLA CONCORRENCIA;2019;28-04-2023;CONCLUÍDO;M;20262;548195;
201*****;GESTÃO DE RECURSOS HUMANOS;AMPLA CONCORRENCIA;2019;;NÃO CADASTRADO;M;20222;551645;
307*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2009;;CANCELADO;M;;528322;
201*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2018;;CANCELADO;M;20272;518226;
151*****;LATICÍNIOS;AMPLA CONCORRENCIA;2001;13-02-2009;CONCLUÍDO;M;20082;898737;
151*****;SISTEMAS DE INFORMAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2015;;CANCELADO;M;20231;518224;
202*****;FÍSICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2021;;CANCELADO;F;20282;518227;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2014;;CANCELADO;F;20192;527783;
202*****;MATEMÁTICA;AMPLA CONCORRENCIA;2022;;ATIVO;M;20282;524921;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2016;;CANCELADO;F;;527818;
201*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2018;29-09-2023;CONCLUÍDO;M;20222;524499;01-11-2023
202*****;ENGENHARIA ELÉTRICA;AMPLA CONCORRENCIA;2022;;CANCELADO;M;20321;19113375;
202*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2022;;CANCELADO;M;20292;528391;
201*****;GESTÃO DE TURISMO;AMPLA CONCORRENCIA;2016;;CANCELADO;M;20202;527780;
211*****;LATICÍNIOS;AMPLA CONCORRENCIA;2010;26-01-2018;CONCLUÍDO;M;20152;898737;
202*****;MATEMÁTICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2021;;CANCELADO;M;20281;524921;
130*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2013;;CANCELADO;M;;518226;
202*****;ENGENHARIA ELÉTRICA;AMPLA CONCORRENCIA;2023;;ATIVO;M;20331;19113375;
201*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;M;;527779;
127*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2016;07-05-2021;CONCLUÍDO;M;20232;528322;19-11-2021
140*****;SISTEMAS DE INFORMAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2014;;CANCELADO;M;20212;518224;
111*****;FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2011;;CANCELADO;M;;518227;
201*****;DIREITO;AMPLA CONCORRENCIA;2019;;CANCELADO;M;20301;1820821;
160*****;LATICÍNIOS;AMPLA CONCORRENCIA;2005;13-02-2009;CONCLUÍDO;M;20102;898737;
201*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2016;;CANCELADO;M;20201;527779;
202*****;QUÍMICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2020;;ATIVO;M;20292;527785;
201*****;QUÍMICA;AMPLA CONCORRENCIA;2011;;CANCELADO;M;20202;527785;
406*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2009;;CONCLUÍDO;M;20182;528371;
953*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2016;;CANCELADO;M;20252;528371;
515*****;MATEMÁTICA;AMPLA CONCORRENCIA;2012;;CANCELADO;M;;459794;
202*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2021;;CANCELADO;M;20302;527781;
226*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2015;;ATIVO;M;20222;528391;
234*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2016;;CANCELADO;M;20242;528391;
141*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2014;;ATIVO;M;20242;518226;
201*****;LOGÍSTICA;AMPLA CONCORRENCIA;2019;;CANCELADO;M;20232;547949;
150*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2015;;CANCELADO;M;20242;518226;
202*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2021;;CADASTRADO;M;20311;518226;
170*****;FÍSICA;AMPLA CONCORRENCIA;2017;;CANCELADO;M;;518227;
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2013;;CANCELADO;M;20182;527781;
120*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2012;;CANCELADO;M;;553290;
160*****;FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2016;;CANCELADO;M;;518227;
408*****;MATEMÁTICA;AMPLA CONCORRENCIA;2008;;CANCELADO;M;;459794;
201*****;QUÍMICA;AMPLA CONCORRENCIA;2013;;CANCELADO;M;20212;527785;
201*****;GESTÃO DE TURISMO;AMPLA CONCORRENCIA;2010;;CANCELADO;M;20141;527780;
202*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2022;;CANCELADO;M;20252;524499;
202*****;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;AMPLA CONCORRENCIA;2022;;NÃO CADASTRADO;M;20262;464219;
201*****;LOGÍSTICA;;2018;;CANCELADO;M;20212;547949;
202*****;SISTEMAS DE INFORMAÇÃO;AMPLA CONCORRENCIA;2021;;CANCELADO;M;20262;518224;
202*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;AMPLA CONCORRENCIA;2023;;CANCELADO;M;20302;548195;
120*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;M;;553290;
202*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2022;;ATIVO;M;20292;553290;
201*****;EDUCAÇÃO FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2018;;CANCELADO;F;20232;527783;
328*****;MATEMÁTICA;AMPLA CONCORRENCIA;2016;;CANCELADO;F;20232;459794;
202*****;DESIGN DE MODA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2021;;ATIVO;F;20262;553291;
