matricula;curso;modalidade_entrada;ano_ingresso;data_colacao_grau;situacao_matricula;sexo;prazo_conclusao;id_curso;data_registro_diploma
202*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2023;;CANCELADO;M;20262;2301791;
201*****;ZOOTECNIA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2018;;ATIVO;F;20272;528390;
123*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2015;09-08-2019;CONCLUÍDO;F;20222;528367;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2011;;CANCELADO;F;20162;527783;
202*****;SISTEMAS DE INFORMAÇÃO;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2022;;ATIVO;M;20292;10306851;
202*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2020;;CANCELADO;M;20292;527781;
170*****;SISTEMAS DE INFORMAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2017;;ATIVO;M;20212;518224;
201*****;GESTÃO DE TURISMO;AMPLA CONCORRENCIA;2014;;CONCLUÍDO;F;;527780;
202*****;DIREITO;AMPLA CONCORRENCIA;2021;;CANCELADO;F;20302;1820821;
293*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2017;;CANCELADO;F;20242;528322;
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2015;;CANCELADO;F;20202;527823;
202*****;ZOOTECNIA;AMPLA CONCORRENCIA;2023;;CANCELADO;F;20322;528390;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;F;20202;527776;
202*****;ZOOTECNIA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2020;;ATIVO;F;20292;528390;
202*****;SISTEMAS PARA INTERNET;AMPLA CONCORRENCIA;2021;;CANCELADO;F;20252;527820;
202*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;AMPLA CONCORRENCIA;2021;;ATIVO;F;20282;548195;
171*****;ZOOTECNIA;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;F;20212;528390;
201*****;DIREITO;AMPLA CONCORRENCIA;2019;;ATIVO;F;20291;1820821;
201*****;ENGENHARIA FERROVIÁRIA E METROVIÁRIA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2018;;CANCELADO;F;20241;921263;
201*****;SISTEMAS PARA INTERNET;AMPLA CONCORRENCIA;2010;;CANCELADO;F;20142;527820;
120*****;DESIGN DE MODA;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;F;;553291;
201*****;QUÍMICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2019;;CANCELADO;F;20272;527785;
202*****;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;AMPLA CONCORRENCIA;2020;;CANCELADO;F;20242;464219;
202*****;LOGÍSTICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2022;;ATIVO;F;20262;547949;
202*****;GESTÃO DE RECURSOS HUMANOS;AMPLA CONCORRENCIA;2020;20-05-2022;CONCLUÍDO;F;20232;551645;06-12-2022
201*****;QUÍMICA;AMPLA CONCORRENCIA;2011;;CANCELADO;F;20192;527785;
112*****;MATEMÁTICA;AMPLA CONCORRENCIA;2013;;CANCELADO;F;;459794;
210*****;MATEMÁTICA;AMPLA CONCORRENCIA;2008;;CANCELADO;F;;459794;
133*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2015;;CANCELADO;F;;528367;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2016;;CANCELADO;F;;527776;
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2017;;CANCELADO;F;20222;527781;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2014;;CONCLUÍDO;M;20192;527783;
201*****;NUTRIÇÃO;;2016;30-09-2021;CONCLUÍDO;F;20221;527818;16-11-2021
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2012;;CANCELADO;F;;527781;
201*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2019;;CANCELADO;F;20231;527779;
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2014;;CANCELADO;F;20192;527823;
142*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2012;;CANCELADO;F;;528391;
202*****;SISTEMAS DE INFORMAÇÃO;AMPLA CONCORRENCIA;2023;;ATIVO;F;20302;518224;
150*****;ENGENHARIA METALÚRGICA;AMPLA CONCORRENCIA;2015;;CANCELADO;F;;518225;
202*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2021;;FORMANDO;F;20281;553290;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2014;;CONCLUÍDO;F;20212;527776;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2016;;CANCELADO;F;;527818;
201*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2018;22-02-2022;CONCLUÍDO;F;20221;527779;25-05-2022
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2013;18-08-2017;CONCLUÍDO;F;20191;527818;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2014;;CANCELADO;F;20243;527777;
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2019;;CANCELADO;F;20251;527781;
201*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2013;;CANCELADO;F;;527779;
103*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2015;;CANCELADO;F;20242;528371;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2016;29-03-2021;CONCLUÍDO;F;20252;527777;20-07-2021
121*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2012;;CANCELADO;M;;528378;
202*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2020;;CANCELADO;M;20281;528322;
202*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2021;;CANCELADO;F;20311;518226;
132*****;ZOOTECNIA;AMPLA CONCORRENCIA;2016;07-05-2021;CONCLUÍDO;F;20252;528390;19-11-2021
150*****;SISTEMAS DE INFORMAÇÃO;AMPLA CONCORRENCIA;2015;;CANCELADO;F;;518224;
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2012;;CANCELADO;F;20172;527781;
202*****;MATEMÁTICA;AMPLA CONCORRENCIA;2022;;ATIVO;F;20292;459794;
202*****;DESIGN DE INTERIORES;AMPLA CONCORRENCIA;2022;;ATIVO;F;20272;2304089;
202*****;CIÊNCIAS BIOLÓGICAS;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2023;;CANCELADO;F;20322;527781;
151*****;FÍSICA;AMPLA CONCORRENCIA;2015;;CANCELADO;M;20222;518227;
202*****;GESTÃO DE TURISMO;AMPLA CONCORRENCIA;2021;;TRANCADO;F;20271;527780;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2014;;CANCELADO;F;;527783;
202*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2021;;CANCELADO;F;20282;527783;
193*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2016;07-02-2020;CONCLUÍDO;M;20232;528378;
201*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2018;;ATIVO;F;20281;518226;
201*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PESSOA COM DEFICIENCIA PRETO/PARDO/INDIGENA;2018;;ATIVO;F;20252;527776;
202*****;ALIMENTOS;AMPLA CONCORRENCIA;2020;;ATIVO;F;20252;527823;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2014;;CANCELADO;F;20192;527783;
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2011;;CONCLUÍDO;F;;527781;
201*****;SISTEMAS PARA INTERNET;AMPLA CONCORRENCIA;2018;;CANCELADO;F;20222;527820;
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2011;;CANCELADO;F;20162;527781;
120*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2009;;CANCELADO;F;;528391;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2019;03-03-2023;CONCLUÍDO;F;20262;528322;11-05-2023
122*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2015;19-08-2022;CONCLUÍDO;F;20222;528322;29-12-2022
150*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2015;15-03-2019;CONCLUÍDO;F;20222;553290;
202*****;ZOOTECNIA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2023;;ATIVO;F;20322;528390;
163*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2016;;CANCELADO;F;;528367;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2016;16-01-2021;CONCLUÍDO;F;20252;527777;25-05-2021
202*****;ENGENHARIA FERROVIÁRIA E METROVIÁRIA;AMPLA CONCORRENCIA;2021;;ATIVO;F;20292;921263;
170*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2017;;CANCELADO;F;;518226;
161*****;FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2016;;CANCELADO;F;;518227;
201*****;ENGENHARIA METALÚRGICA;;2018;;ATIVO;F;20282;518225;
201*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2019;;ATIVO;M;20262;528378;
142*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;F;20202;528322;
191*****;ZOOTECNIA;AMPLA CONCORRENCIA;2011;;CONCLUÍDO;F;20202;528390;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2015;;ATIVO;F;20242;527777;
202*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2021;;CANCELADO;F;20282;528384;
163*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2017;;CANCELADO;F;20242;528384;
202*****;DIREITO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2023;;CANCELADO;F;20322;1820821;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2019;25-08-2023;CONCLUÍDO;F;20251;527818;19-10-2023
*****;AGRONOMIA;AMPLA CONCORRENCIA;2023;;NÃO CADASTRADO;F;20322;527777;
202*****;SISTEMAS PARA INTERNET;AMPLA CONCORRENCIA;2023;;ATIVO;F;20272;527820;
201*****;QUÍMICA;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;F;;527785;
201*****;GESTÃO DE RECURSOS HUMANOS;AMPLA CONCORRENCIA;2017;10-09-2020;CONCLUÍDO;F;20202;551645;10-11-2020
120*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;F;;553290;
201*****;ZOOTECNIA;AMPLA CONCORRENCIA;2019;;CANCELADO;F;20291;528390;
202*****;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2022;;CANCELADO;F;20262;553057;
171*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2015;15-02-2019;CONCLUÍDO;F;20222;528378;
121*****;LATICÍNIOS;AMPLA CONCORRENCIA;2013;05-08-2016;CONCLUÍDO;F;20182;898737;
523*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2016;;CONCLUÍDO;F;20232;528378;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2015;;CANCELADO;M;;527818;
201*****;ALIMENTOS;;2016;02-08-2019;CONCLUÍDO;M;20212;527823;
140*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2014;;CONCLUÍDO;F;;553290;
202*****;SISTEMAS PARA INTERNET;AMPLA CONCORRENCIA;2022;;CANCELADO;F;20271;527820;
201*****;DESIGN DE MODA;AMPLA CONCORRENCIA;2018;;ATIVO;F;20232;553291;
170*****;ENGENHARIA METALÚRGICA;AMPLA CONCORRENCIA;2017;;CANCELADO;F;20272;518225;
202*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2020;;TRANCADO;F;20282;553290;
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2019;;TRANCADO;F;20252;527823;
462*****;ZOOTECNIA;AMPLA CONCORRENCIA;2016;;CANCELADO;F;20252;528390;
131*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2013;;CANCELADO;F;20202;528378;
150*****;DESIGN DE MODA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2015;;CANCELADO;F;20202;553291;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2015;;CONCLUÍDO;F;20222;527776;
202*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2022;;CANCELADO;F;20292;527783;
191*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2009;;CANCELADO;F;;528378;
202*****;ZOOTECNIA;AMPLA CONCORRENCIA;2021;;ATIVO;M;20302;528390;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2018;;CANCELADO;F;20241;527818;
202*****;DESIGN DE INTERIORES;AMPLA CONCORRENCIA;2020;;ATIVO;F;20252;2304089;
202*****;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;AMPLA CONCORRENCIA;2023;;ATIVO;F;20272;553057;
202*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2023;;ATIVO;F;20292;2259610;
202*****;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;AMPLA CONCORRENCIA;2021;;ATIVO;M;20262;7334610;
202*****;ZOOTECNIA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2023;;ATIVO;M;20322;528390;
202*****;NUTRIÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2021;;CANCELADO;F;20282;527818;
202*****;ENGENHARIA FERROVIÁRIA E METROVIÁRIA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2022;;ATIVO;F;20311;921263;
201*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2019;;ATIVO;F;20262;528378;
201*****;GESTÃO DE TURISMO;AMPLA CONCORRENCIA;2016;28-02-2020;CONCLUÍDO;F;20201;527780;25-05-2021
202*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2023;;CANCELADO;F;20302;527818;
202*****;GESTÃO DE TURISMO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2023;;CANCELADO;F;20282;527780;
150*****;DESIGN DE MODA;AMPLA CONCORRENCIA;2015;20-02-2020;CONCLUÍDO;F;20202;553291;
202*****;MATEMÁTICA;AMPLA CONCORRENCIA;2023;;ATIVO;F;20302;7587045;
202*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2021;;CANCELADO;F;20302;518226;
110*****;DESIGN DE MODA;AMPLA CONCORRENCIA;2011;;CANCELADO;F;;553291;
192*****;ZOOTECNIA;AMPLA CONCORRENCIA;2013;;CANCELADO;F;;528390;
201*****;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;AMPLA CONCORRENCIA;2019;;ATIVO;F;20232;553057;
202*****;GESTÃO DE RECURSOS HUMANOS;AMPLA CONCORRENCIA;2021;;NÃO CADASTRADO;F;20242;551645;
150*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2015;;CANCELADO;F;;553290;
202*****;MATEMÁTICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2021;;CANCELADO;F;20272;7587045;
202*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2022;;ATIVO;F;20292;527776;
120*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;F;;553290;
201*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2018;;ATIVO;F;20281;518226;
202*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2021;;CANCELADO;F;20291;527783;
201*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2017;;CANCELADO;F;20211;527779;
202*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2021;;CANCELADO;F;20282;527783;
202*****;MATEMÁTICA;AMPLA CONCORRENCIA;2022;;ATIVO;M;20291;7587045;
202*****;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;AMPLA CONCORRENCIA;2021;;ATIVO;M;20252;464219;
201*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2017;;CANCELADO;M;;527779;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2018;;CANCELADO;M;;527783;
201*****;SISTEMAS PARA INTERNET;AMPLA CONCORRENCIA;2010;;CONCLUÍDO;M;;527820;
201*****;EDUCAÇÃO FÍSICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2019;;ATIVO;M;20262;528367;
201*****;EDUCAÇÃO FÍSICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2018;;CANCELADO;F;20252;528367;
201*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;;2016;;CANCELADO;F;20232;548195;
201*****;ZOOTECNIA;AMPLA CONCORRENCIA;2018;03-03-2023;CONCLUÍDO;F;20272;528390;11-05-2023
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2016;;CANCELADO;F;;527823;
201*****;QUÍMICA;AMPLA CONCORRENCIA;2019;;CANCELADO;F;20272;527785;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2019;03-03-2023;CONCLUÍDO;F;20262;528367;11-05-2023
201*****;SISTEMAS PARA INTERNET;AMPLA CONCORRENCIA;2017;;CANCELADO;M;20212;527820;
201*****;GESTÃO DE TURISMO;AMPLA CONCORRENCIA;2016;28-02-2020;CONCLUÍDO;F;20201;527780;25-05-2021
202*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2021;;CANCELADO;F;20281;527776;
202*****;GESTÃO DE RECURSOS HUMANOS;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2020;;CANCELADO;F;20232;551645;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2019;03-03-2023;CONCLUÍDO;F;20262;528367;11-05-2023
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2013;;CANCELADO;F;20191;527818;
131*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2013;15-02-2019;CONCLUÍDO;F;20202;528371;
130*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2009;;CONCLUÍDO;M;20162;528391;
201*****;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;AMPLA CONCORRENCIA;2018;;CANCELADO;M;20222;464219;
202*****;AGRONOMIA;AMPLA CONCORRENCIA;2020;;ATIVO;M;20292;527777;
202*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2020;;CANCELADO;M;20241;527779;
201*****;ENGENHARIA METALÚRGICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2019;;CANCELADO;M;20292;518225;
200*****;MATEMÁTICA;AMPLA CONCORRENCIA;2009;;CONCLUÍDO;M;20162;459794;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2015;;CANCELADO;M;20242;527777;
201*****;GESTÃO DE TURISMO;AMPLA CONCORRENCIA;2011;;CANCELADO;M;20161;527780;
201*****;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;;2018;29-09-2023;CONCLUÍDO;M;20251;553057;
202*****;DESIGN DE MODA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2021;;ATIVO;M;20262;553291;
161*****;FÍSICA;AMPLA CONCORRENCIA;2016;;CANCELADO;M;20232;518227;
202*****;ENGENHARIA METALÚRGICA;AMPLA CONCORRENCIA;2023;;ATIVO;M;20321;518225;
201*****;ENGENHARIA METALÚRGICA;AMPLA CONCORRENCIA;2019;;CANCELADO;M;20301;518225;
201*****;SISTEMAS DE INFORMAÇÃO;AMPLA CONCORRENCIA;2019;;CANCELADO;M;20232;518224;
153*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2017;16-02-2023;CONCLUÍDO;M;20242;528378;03-05-2023
102*****;FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2010;;CANCELADO;M;;518227;
122*****;FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2012;;CANCELADO;M;;518227;
162*****;MATEMÁTICA;AMPLA CONCORRENCIA;2016;;CANCELADO;M;;459794;
370*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2009;;CONCLUÍDO;M;20162;528391;
202*****;ENGENHARIA ELÉTRICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2022;;ATIVO;M;20322;19113375;
202*****;SISTEMAS DE INFORMAÇÃO;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2021;;CANCELADO;F;20292;10306851;
141*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2010;;CONCLUÍDO;F;20172;528322;
202*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2020;;CANCELADO;F;20232;2301791;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2017;;CANCELADO;M;;527783;
201*****;QUÍMICA;AMPLA CONCORRENCIA;2011;;CANCELADO;M;;527785;
202*****;ZOOTECNIA;AMPLA CONCORRENCIA;2021;;ATIVO;M;20302;528390;
142*****;MATEMÁTICA;AMPLA CONCORRENCIA;2017;;CANCELADO;M;20242;459794;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;M;20182;527783;
201*****;ENGENHARIA FERROVIÁRIA E METROVIÁRIA;AMPLA CONCORRENCIA;2019;;ATIVO;M;20272;921263;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2011;;CANCELADO;M;;527777;
152*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2011;;CANCELADO;M;;528391;
152*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2013;;CANCELADO;M;20202;528322;
163*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2017;;CANCELADO;M;20242;528378;
183*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2016;;ATIVO;M;20232;528391;
201*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2018;;CANCELADO;M;20272;528371;
202*****;LOGÍSTICA;AMPLA CONCORRENCIA;2022;;ATIVO;M;20262;547949;
150*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2008;;CANCELADO;M;;528378;
190*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2007;;CANCELADO;M;;528391;
150*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2015;12-01-2022;CONCLUÍDO;M;20242;518226;18-03-2022
151*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2015;30-03-2023;CONCLUÍDO;M;20251;518226;12-05-2023
201*****;QUÍMICA;AMPLA CONCORRENCIA;2017;19-11-2021;CONCLUÍDO;F;20252;527785;09-03-2022
101*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2010;;CONCLUÍDO;M;;553290;
150*****;SISTEMAS DE INFORMAÇÃO;AMPLA CONCORRENCIA;2015;;CANCELADO;M;;518224;
834*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2017;;CANCELADO;M;20242;528391;
202*****;FÍSICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2023;;ATIVO;M;20321;518227;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2019;;CANCELADO;M;20251;527818;
202*****;ALIMENTOS;AMPLA CONCORRENCIA;2021;;CANCELADO;F;20262;527823;
202*****;DIREITO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2021;;ATIVO;M;20302;1820821;
120*****;FÍSICA;AMPLA CONCORRENCIA;2012;;CANCELADO;M;;518227;
202*****;SISTEMAS DE INFORMAÇÃO;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2022;;ATIVO;M;20261;518224;
201*****;SISTEMAS DE INFORMAÇÃO;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2019;;CANCELADO;M;20242;518224;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2016;;CANCELADO;M;20212;527783;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2014;;CANCELADO;M;20192;527783;
161*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2016;;ATIVO;M;20261;518226;
151*****;FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2015;;CANCELADO;M;;518227;
202*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2022;;ATIVO;M;20322;518226;
202*****;DESIGN DE INTERIORES;AMPLA CONCORRENCIA;2020;;ATIVO;M;20251;2304089;
392*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2013;;CANCELADO;M;;528391;
150*****;SISTEMAS DE INFORMAÇÃO;AMPLA CONCORRENCIA;2015;;ATIVO;M;20231;518224;
142*****;FÍSICA;AMPLA CONCORRENCIA;2014;;CANCELADO;M;;518227;
202*****;ENGENHARIA METALÚRGICA;AMPLA CONCORRENCIA;2020;;ATIVO;M;20302;518225;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2016;;CANCELADO;M;;527783;
201*****;ENGENHARIA FERROVIÁRIA E METROVIÁRIA;AMPLA CONCORRENCIA;2018;;CANCELADO;M;20272;921263;
202*****;DESIGN DE INTERIORES;AMPLA CONCORRENCIA;2023;;ATIVO;M;20282;2304089;
130*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2009;;CONCLUÍDO;M;20162;528322;
638*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2017;;CANCELADO;F;20242;528322;
113*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2017;17-12-2021;CONCLUÍDO;F;20242;528367;03-01-2022
131*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2012;;CANCELADO;M;;528322;
190*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2008;;CANCELADO;M;;528322;
141*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;M;20202;528371;
202*****;MATEMÁTICA;AMPLA CONCORRENCIA;2023;;ATIVO;M;20302;7587045;
202*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2023;;ATIVO;M;20302;528322;
201*****;FÍSICA;AMPLA CONCORRENCIA;2018;;CANCELADO;F;20242;518227;
